ROUTEID,TRANSID,INCEPTADDR,SENDPOS
3,34190,东坪二里1号201，301室,厦门思明德善堂东坪门诊部
3,34193,福建厦门市思明区屿后路151号,思明齐安松柏门诊部
3,34194,思明区东浦路22号,梧村骨科医院药房
3,34195,厦门市湖里区华泰路A幢二层,湖里公司
3,34205,思明区嘉禾路162号第一层123单元,
3,34232,思明区松岳里117号,松岳店
3,27791,思明区厦禾路983号121单元207单元,厦门思明薇格整形外科门诊部
3,28710,厦门市思明区东坪二里一号201、301室,公司仓库
3,29730,厦门市思明区莲前西路19-101、21号及21号-1,厦门兴鹭康中西药房有限公司
3,25093,东浦路98号之16-1,厦门思明传文中医内科诊所
3,25094,思明区东浦路98号16-1#店面,诊所
3,33472,厦门市思明区凤屿路450-468号102单元,燕来福
3,34449,东坪二里1号201，301室,（燕来福）厦门思明德善堂第三门诊部
3,34450,厦门市思明区东坪二里一号201、301室,门诊部
3,34455,福建厦门市思明区屿后路151号,（燕来福）厦门思明齐安松柏门诊部
3,34456,思明区东浦路22号,（燕来福）厦门思明区梧村骨科医院
3,38158,厦门市思明区凤屿路34号之229(三节点二层21-24号柱子),厦门思明永福康门诊部(股份厦门）
3,45294,厦门市思明区后埭溪路145号101-01室B区、145号101夹层、145号201室,厦门思明乾圣太和堂中医门诊部有限公司
3,53394,厦门市仙岳路468号,海峡两岸
3,53398,厦门市思明区长青路251号(劳动力大厦旁) ,厦门市惠康药店有限公司
3,53414,厦门市思明区仙岳路488号201室之二,厦门市千里明视康保健服务有限公司
3,51323,厦门市思明区凤屿路34号之299,海峡两岸
3,51385,厦门市湖里区凤屿路450-468号103单元一层及夹层,燕来福
3,51441,三楼仓库,仓库
3,51443,厦门市思明区湖明路12-16号,燕来福
3,51454,厦门市思明区厦禾路799号之8,厦门康仕公司地址
3,51456,厦门市思明区厦禾路1226-1228号聚泰商业城1504室,圣安康健
3,36070,厦门市思明区东坪二里130-131号,厦门德鑫堂药业有限公司（股份厦门）
3,36299,思明区金榜路61-76凯旋广场二层A块商场二楼,燕来福
3,53101,思明区嘉禾路875号之25,燕来福
3,36930,厦门市思明区嘉禾路62号之1、之2、莲坂商业广场西区37号,厦门兴鹭康中西药房有限公司嘉禾分公司(股份厦门）
3,54431,思明区厦禾路861号101单元及夹层，102-103单元及夹层,海峡两岸
3,39353,福州市鼓楼区圣庙商场5#店面,福州市鼓楼区协和医药商店
3,39354,福州市鼓楼区圣庙路10号,公司仓库
3,53173,厦门市思明区东坪山路25号之十三,东坪路分店
3,45833,湖里区湖里街道和宁路69号,厦门湖里平安门诊部
3,40893,思明区嘉禾路875号之25,海峡两岸（厦门思明福章中医皮肤科诊所)
3,53325,厦门市思明区金榜路82号103.104单元一楼二楼，102单元二楼，129单元二楼,燕来福
3,35434,厦门市思明区松岳里29号,厦门思明琼芳中医诊所
3,44013,厦门市思明区莲前西路19-101、21号及21号-1,厦门兴鹭康中西药房有限公司
3,52069,厦门市思明区东浦路68号之141,公司仓库
3,52070,厦门市思明区凤屿路418号,公司仓库
3,40813,厦门市思明区金榜路82号103.104单元一楼二楼，102单元二楼，129单元二楼,厦门思明艺真门诊部有限公司
3,53741,厦门市后埭溪路248号龙景台一层23#,后埭溪分店
3,45774,厦门市湖里区凤屿路450-468号103单元一层及夹层,厦门思明拯济堂第二中医门诊部
3,52147,思明区浦南一组7号之三店面,厦门思明伍赐中医诊所
3,52160,厦门市思明区后埭溪路145号101-01室B区、145号101夹层、145号201室,燕来福
3,52178,思明区岳阳西里152号,公司仓库
3,50959,开元淑环中医内科诊所,燕来福（开元淑环中医内科诊所）
3,35252,思明区厦禾路861号101单元及夹层，102-103单元及夹层,海峡两岸（厦门思明九龙门诊部）
3,34691,厦门市思明区凤屿路468-2号,厦门市思明区榔中药房
3,54100,厦门市思明区湖滨四里48号之三店面,海峡两岸
3,39993,厦门市思明区凤屿路118号店面,厦门思明晟东海门诊部有限公司
3,50022,厦禾路878-888号（火车站沃尔玛内一楼）,燕来福
3,50023,黄厝塔头社黄厝卫生所,燕来福
3,50024,厦门市思明区屿后北里450号,燕来福
3,50029,厦门市思明区湖滨四里48号,燕来福
3,50127,厦门市思明区厦禾路839号汇成商业中心1303室,厦门
3,48038,厦门市思明区仙岳路452号之一至之五3-3室,公司仓库
3,48041,厦门市思明区厦禾路881号之三十六,公司仓库
3,48042,厦门市思明区仙岳路555号109-110店面,燕来福
3,62093,厦门市思明区湖滨北路183号之二(一楼、二楼),厦门思明伊美整形外科门诊部（股份厦门）
3,40613,厦门市思明区凤屿路450-468号20-21单元（一层及夹层）,厦门思明向光门诊部（股份厦门）
3,39153,厦门市思明区湖光路92、93号（1-6层）,厦门思明华医馆中医康复门诊部
3,39235,思明区湖滨南路59号,厦门思明华医馆中医康复门诊部
3,56236,厦门市思明区后埭溪路126号之三店,燕来福
3,56271,厦门市思明区东浦路128号浦南公寓,公司仓库
3,50254,厦门市思明区槟榔西里148号第八层第一单元,厦门新钛镁医疗器械有限公司
3,61893,厦门市思明区凤屿路2号一层致四层,厦门思明脸博士整形外科门诊部（股份厦门）
3,34631,屿后南里151号,厦门思明齐安松柏门诊部
3,34632,思明槟榔西里150号天湖大厦A座1-4,厦门思明区梧村骨科医院
3,44994,"厦门市思明区汇文路51-59号第一层04B商场之一房、二层03A之一室
",厦门思明叮铃医生第二中医门诊部有限公司 
3,40694,厦门市湖里区和旭里7-9号一层西侧,仓库
3,39715,厦门市思明区湖滨四里48号之三店面,海峡两岸（厦门思明洪兴中医内科诊所）
3,38233,厦门市思明区凤屿路34号之299(三节点二层21-24号柱子）,厦门思明永福康门诊部
3,48809,厦门市思明区后埭溪路145号101-01室B区、145号101夹层、145号201室,海峡两岸
3,38597,"厦门市思明区金榜路82号103、104单元一楼、二楼,102单元二楼、129单元二楼",厦门思明艺真门诊部（股份厦门）
3,44513,厦门市思明区东浦路128-11,"厦门市思明区朝晖堂中医(综合)诊所
"
3,56950,厦门市思明区汇文路51-59号第一层04B商场之一房,海峡两岸
3,57009,厦门市湖里区凤屿路450-468号103单元一层及夹层,海峡两岸
3,61093,思明区凤屿路186号之51一层,厦门思明德丰堂福津门诊部
3,42453,厦门市思明区嘉禾路62号、莲坂商业广场西区37号,厦门兴鹭康中西药房有限公司嘉禾分公司
3,36363,思明区金榜路61-76凯旋广场二层A块商场二楼,海峡两岸
3,36434,厦门市思明区仙岳路松岳里29号,燕来福
3,36446,厦门市思明区莲前西路19-101、21号及21号-1,燕来福
3,36447,厦门市思明区凤屿路450-468号102单元,海峡两岸
3,36453,厦门市思明区松柏路64号103单元一楼、104单元一楼之二,海峡两岸
3,34711,湖明路12-16号,厦门市思明区富康药店
3,34712,厦门市思明区湖明路12-16号,药店
3,34713,厦门市思明区东埔路68号之141,厦门得心堂医药有限公司(股份厦门）
3,61213,思明区屿后南里238号,社会福利中心
3,45633,厦门市思明区松岳路10号悦亨中心2楼L2-10B号商铺,厦门思明汉绅陈新龙医疗美容诊所（股份厦门）
3,38192,厦门市仙岳路468号,厦门市残联康复医院
3,38250,"思明区后埭溪路248号龙景台一层24号店面
",龙景台店
3,35833,思明区金榜路61-76凯旋广场二层A块商场二楼,厦门思明扶正堂中医门诊部
3,36210,厦门市思明区松柏路64号103单元一楼、104单元一楼之二,厦门市品信健康大药房有限公司
3,40793,1楼仓库,仓库
3,62573,厦门市思明区莲前西路51号一层店面之一,厦门思明本善堂中医门诊部（股份厦门）
3,62234,2楼,仓库
3,36590,厦门市思明区长青路251号(劳动力大厦旁) ,厦门市惠康药店有限公司
3,36773,厦门市思明区汇文路51-59号第一层04B商场之一房、二层03A之一室,厦门思明叮铃医生第二中医门诊部有限公司
3,55280,思明区育秀里13-15号商场及16号(1)商场,海峡两岸
3,55327,思明区嘉禾路62号之1之2莲坂商业广场西区37号,海峡两岸
3,35190,厦门市思明区凤屿路186号 之51一层、34号之201,厦门思明德丰堂福津门诊部有限公司
3,36280,思明区后埭溪路109号中心商场(银龙广场一期),海峡两岸
3,36400,厦门市思明区仙岳路松岳里29号,海峡两岸
3,35813,厦门市思明区松柏路64号101单元一楼,厦门市品信健康大药房有限公司
3,59760,思明区厦禾路861号101单元及夹层，102-103单元及夹层,燕来福
3,59784,厦门市思明区汇文路51-59号第一层04B商场之一房,燕来福
3,59799,思明区嘉禾路62号之1之2莲坂商业广场西区37号,燕来福
3,34670,长青路251号,厦门市思明区惠康大药房
3,33492,厦门市思明区莲景二路41、43号一层及夹层,厦门思明廖振芳内科诊所
3,59951,厦门市思明区凤屿路384号，448号之一，之二,燕来福
3,35291,思明区厦禾路861号101单元及夹层，102-103单元及夹层,燕来福（厦门思明九龙门诊部）
3,40356,思明区育秀里13-15号商场及16号(1)商场,厦门思明和仁门诊部
3,58349,思明区育秀里13-15号商场及16号(1)商场,燕来福
3,58367,厦门市思明区莲前西路19-101、21号及21号-1,海峡两岸
3,58423,思明区凤屿路186号之51一层,燕来福
3,58494,厦门市思明区凤屿路34号之299,燕来福
3,57085,厦门思明区湖滨南路625号,海峡两岸
3,57093,"思明区后埭溪路248号龙景台一层24号店面
",龙景台店
3,58519,厦门市思明区金榜路82号103.104单元一楼二楼，102单元二楼，129单元二楼,海峡两岸
3,58652,湖里区湖里街道和宁路69号,海峡两岸
3,55434,厦门市思明区凤屿路384号，448号之一，之二,海峡两岸
3,55435,厦门市思明区凤屿路118号店面,海峡两岸
3,55436,厦门市思明区凤屿路118号店面,燕来福
3,55437,厦门市思明区仙岳路555号109-110店面,海峡两岸
3,34851,思明区后埭溪路109号中心商场(银龙广场一期),（海峡两岸）厦门闽篮超市有限公司禾祥店
3,34852,湖里区嘉园路26号,（海峡两岸）厦门闽篮超市有限公司松柏店
3,36422,湖里区嘉园路26号,海峡两岸
3,55087,厦门市思明区屿后北里450号,海峡两岸
3,44473,厦门市思明区后埭溪路145号101-01室B区、145号101夹层、145号201室,海峡两岸（厦门思明乾圣太和堂中医门诊部)
3,55834,厦门市思明区仙岳路355号202室,仓库
3,55887,思明区嘉禾路875号之25,海峡两岸
3,41613,厦门市思明区凤屿路450-468号103单元一层及夹层,厦门思明拯济堂第二中医门诊部（股份厦门）
3,89540,"湖里区和通里26号
",和通里分店
3,174228,莲前西路142号101-102室,莲前社区龙山桥药房
3,143187,思明区湖明路22号A单元右侧店面,湖明分店
3,189310,莲前西路142号101-102室,厦门市思明区莲前街道社区卫生服务中心（龙山桥药房）
3,149973,福建厦门思明区仙岳路  ,急诊科
3,143205,思明区侨岳里27-31号之八,松柏分店
3,179257,厦门市思明区厦禾路1222号201室及夹层,厦门明和素问健康管理有限公司
3,197787,厦门市思明区体育路131号3号商场之2,厦门市德承堂药房有限公司（股份厦门）
3,83256,厦门市湖里区和通里22号,厦门市品信健康大药房有限公司和通里分公司（股份厦门）
3,83713,厦门市湖里区和通里22号,厦门市品信健康大药房有限公司和通里分公司
3,389898,厦门市思明区长青路178号之一、之二1A,厦门思明嘉华门诊部有限公司
3,1040942,主楼11楼,康复科
3,1035386,厦门市思明区仙岳路1153号,厦门思明爱思特张敏医疗美容诊所（股份厦门）
3,263468,湖里区和旭里7-9号一层西侧,(燕来福)厦门市古今湖滨药店连锁有限公司
3,263695,思明区嘉禾路875号之25,燕来福(厦门思明福章中医皮肤科诊所)
3,263797,思明区育秀里13-15号商场及16号(1)商场,燕来福(厦门思明和仁门诊部）
3,263798,厦门市思明区莲前西路19-101、21号及21号-1,燕来福（厦门兴鹭康中西药房有限公司）
3,263799,厦门市思明区凤屿路450-468号102单元,燕来福（厦门市思明区榔中药房）
3,263805,厦门市思明区金榜路82号103.104单元一楼二楼，102单元二楼，129单元二楼,燕来福(厦门市思明艺真门诊部）
3,263809,厦门市湖里区凤屿路450-468号103单元一层及夹层,燕来福（厦门思明拯济堂第二中医门诊部）
3,263812,厦门市思明区后埭溪路145号101-01室B区、145号101夹层、145号201室,燕来福（厦门思明乾圣太和堂中医门诊部）
3,263842,厦门市湖里区和通里22号,燕来福（厦门市品信健康大药房有限公司和通里分公司）
3,263713,厦门市思明区湖滨四里48号,燕来福（厦门思明洪兴中医内科诊所）
3,263658,厦门市思明区凤屿路118号店面,（燕来福）厦门思明东海门诊部
3,263659,思明区金榜路61-76凯旋广场二层A块商场二楼,（燕来福）厦门思明扶元堂中医门诊部
3,263660,思明区湖滨东路319号,（燕来福）厦门思明金桥门诊部
3,292806,厦门市思明区禾祥西路777号A室一层之二，二层之二,海峡两岸（厦门思明康福门诊部）
3,283392,"思明区厦禾路861号101单元及夹层,102-103单元及夹层",厦门思明九龙门诊部（股份厦门）
3,263769,厦门市思明区汇文路51-59号第一层04B商场之一房,燕来福（厦门思明和医堂中医门诊部）
3,263771,思明区嘉禾路62号之1之2莲坂商业广场西区37号,燕来福（厦门兴鹭康中西药房有限公司嘉禾分公司）
3,263833,厦门市思明区凤屿路34号之299,燕来福（厦门思明福康堂门诊部）
3,263576,思明区后埭溪路109号中心商场(银龙广场一期),（燕来福）厦门闽篮超市有限公司禾祥店
3,263577,湖里区嘉园路26号,（燕来福）厦门闽篮超市有限公司松柏店
3,263579,厦门市仙岳路468号,（燕来福）厦门市残联康复医院
3,272225,思明区湖光路50-1号之11-14号店面,燕来福（厦门思明孟坤龙中医诊所）
3,272226,思明区湖光路50-1号之11-14号店面,海峡两岸（厦门思明孟坤龙中医诊所）
3,263570,思明区莲景路60号,(燕来福)厦门市思明区嘉莲街道社区卫生服务中心
3,263601,湖里区湖里街道和宁路69号,（燕来福）厦门湖里平安门诊部
3,263677,厦门市思明区厦禾路1222号201室及夹层,燕来福（厦门思明明承中医门诊部）
3,263555,厦门市思明区湖滨东路66号301、302、303、305、345单元,厦门思明李强美丽薇医疗美容诊所（股份厦门）
3,263819,思明区凤屿路186号之51一层,燕来福(厦门思明德丰堂福津门诊部）
