KEYID,WAREHID,ROUTEID,TRANSID,ROUTESEQ,DISTANCE,INCEPTADDR,EQUTRANSID,SENDPOS,ROUTENAME,INTOWNFLAG,TRANSFLAG,USESTATUS,TRANSNAME,TRANSMODE,TRANSMODEID,ZONENO,ZONENAME,ZONEID,COMPANYNAME,TRCOMPANYID,WAREHNAME,MEMO,Xiamen.经度,Xiamen.纬度
3412,1,3,2976,,,厦门市思明区湖滨南路310-3号,,厦门市思明区众鑫泰大药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.11447,24.474782
2647,1,3,2341,,,思明区金榜路58号,,中山金榜分院,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.110738,24.466996
2649,1,3,2379,,,莲岳里14号,,筼筜残联点药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.115605,24.49219
2650,1,3,2392,,,思明区仙岳路452号之一至之五,,厦门得心药房有限公司仙岳店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.116241,24.493682
2651,1,3,2394,,,思明区仙岳路452号之一至之五,,厦门得心药房有限公司仙岳店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.116241,24.493682
2652,1,3,2396,,,厦门市思明区湖滨六里175号,,德善堂湖滨六里店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.115986,24.478119
2653,1,3,2398,,,思明区湖滨六里159号,,厦门东南医药有限公司大洲分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.116035,24.478996
2654,1,3,2399,,,仙阁里小区92号一层,,厦门东南医药有限公司仙阁里分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.117699,24.49679
2655,1,3,2406,,,厦门市湖滨东路9号,,厦门国泰妇科医院,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.113753,24.47014
8988,1,3,2455,248.0,,湖里区湖里街道和宁路69号,,厦门湖里平安门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.086769,24.496224
2757,1,3,2518,,,禾祥东路170号之24店面,,厦门妙春堂药店有限公司,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.116289,24.471444
2758,1,3,2519,,,思明区后埭溪路109号中心商场(银龙广场一期),,厦门闽篮超市有限公司禾祥店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.106719,24.468559
2759,1,3,2520,,,湖里区嘉园路26号,,厦门闽篮超市有限公司松柏店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.112031,24.51542
2761,1,3,2527,,,仙岳路中段373-375号,,爱心护理院药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.109833,24.493876
2760,1,3,2528,,,仙岳路373-375号,,门诊药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.110066,24.493877
2762,1,3,2530,,,厦门市仙岳路468号,,厦门市康复医院,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.119911,24.495454
2763,1,3,2534,,,思明区凤屿路100号13B一层,,厦门市德安药房有限公司,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.115575,24.473607
2833,1,3,2584,,,开元区屿后南里238号,,松柏医院药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.121882,24.492903
2832,1,3,2585,,,"福建厦门屿后南里238号
",,"厦门市社会福利中心
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.121882,24.492903
3741,1,3,3720,,,莲岳里14号,,员筜社区,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.115605,24.49219
3516,1,3,3378,,,金榜路61-67号,,厦门思明扶元堂中医康复门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.109695,24.468756
3517,1,3,3380,,,思明区湖滨南路625号,,厦门思明富山门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.11657,24.475922
3068,1,3,3382,,,后埭溪路,,厦门思明海峡门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.10709,24.468425
3069,1,3,3383,,,思明区凤屿路4号,,厦门思明华美医疗美容门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.117104,24.471755
3070,1,3,3384,,,湖滨南路815号万禾广场二层,,厦门思明黄岩医疗美容诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.119024,24.476991
3074,1,3,3387,,,莲前西路114号101室,,厦门思明建设西医妇科诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.130472,24.47525
3073,1,3,3388,,,"厦门莲前西路144号101室
",,"厦门思明建设西医妇科诊所
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.131583,24.47556
19379,1,3,3389,304.0,,思明区潘宅路134-142号店面,,厦门思明洁宇门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.16567,24.477345
3075,1,3,3394,,,莲岳路16号之16.18-203室,,厦门思明康健（旧的）,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.12058,24.484302
3076,1,3,3398,,,思明区仙岳路463-467号聚祥花园A栋三层,,厦门思明欧菲医疗美容门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.1155,24.494629
3078,1,3,3399,,,屿后南里151号,,厦门思明齐安松柏门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.12043,24.491432
3077,1,3,3400,,,福建厦门市思明区屿后路151号,,思明齐安松柏门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.119349,24.493361
3080,1,3,3402,,,思明槟榔西里150号天湖大厦A座1-4,,厦门思明区梧村骨科医院,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.110549,24.480249
3079,1,3,3403,,,思明区东浦路22号,,梧村骨科医院药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.125783,24.470805
8576,1,3,3404,243.0,,思明区湖滨南路285-289号第二层,,厦门思明仁爱门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.102424,24.472081
3427,1,3,3407,,,思明区东明路23号,,厦门思明素英西医内科诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.109169,24.480327
3081,1,3,3414,,,思明区厦禾路1106号,,厦门思明新鹭厦门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.120612,24.471684
3083,1,3,3415,,,思明区湖滨北路育秀里36号三楼304单元,,厦门思明修志夫整形外科门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.111681,24.485806
3082,1,3,3416,,,"厦门湖滨北路育秀里36号三04
",,"厦门思明修志夫整形外科门诊部
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.112983,24.486955
3432,1,3,3420,,,厦门市思明区禾祥东路18-13号,,厦门思明艺贞禾祥诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.108367,24.470086
8573,1,3,3423,240.0,,思明区岳阳西里152号,,厦门思明育德门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.095535,24.489835
3434,1,3,3425,,,思明区莲岳里72号,,厦门思明再福中医诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.116542,24.491903
3436,1,3,3426,,,仙岳路1153号,,厦门思明张铭医疗美容诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.124748,24.502704
3435,1,3,3427,,,"厦门仙岳路1153号
",,"厦门思明张铭医疗美容诊所
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.124748,24.502704
3437,1,3,3428,,,思明区厦禾路986号四楼（408-416楼、432-437室、451-452室,,厦门思明长康门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.117065,24.471021
3477,1,3,3472,,,长青路283号嘉华大厦1-4楼,,厦门友好妇产医院,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.12356,24.488194
3483,1,3,3477,,,厦门市思明区金榜路61-67号第五层22室,,厦门中讯达科技有限公司,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.11008,24.46859
3482,1,3,3478,,,"思明区金榜路61-67号第五层22-2室
",,"厦门中迅达科技有限公司
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.11008,24.46859
3642,1,3,3487,,,*思明区松岳里35号,,思明区信益堂药店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.11198,24.493242
3626,1,3,3537,,,莲前路677号,,中国人民解放军73322部队医院,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.144932,24.478412
3627,1,3,3538,,,福建省厦门市连前西路,,中国人民解放军73325部队卫生队,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.136419,24.476672
3518,1,3,3550,,,思明区仙阁里162号之102,,厦门思明晓明诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.11693,24.495667
3287,1,3,3141,,,仙岳路中段399号,,仙岳医院药库,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.111082,24.495411
3286,1,3,3142,,,仙岳路中段399号,,仙岳医院住院药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.111082,24.495411
3285,1,3,3143,,,福建厦门思明区仙岳路  ,,"厦门市仙岳医院	设备科
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.178287,24.504828
3284,1,3,3144,,,福建厦门思明区仙岳路 四楼465号供应室 ,,4楼供应室 ,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.114401,24.494186
3283,1,3,3145,,,福建厦门思明区仙岳路  ,,"厦门市仙岳医院	检验科
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.178287,24.504828
8815,1,3,2879,245.0,,思明区湖滨四里76-79号店面,,好又惠湖滨四里分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.108963,24.475774
3510,1,3,3363,,,思明区凤屿路384号、448号之一、之二,,厦门思明槟榔门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.113428,24.48031
3511,1,3,3365,,,东浦路168-13,,厦门思明传春内科诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.131872,24.474028
3512,1,3,3366,,,东浦路98号之16-1,,厦门思明传文中医内科诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.129913,24.473218
3513,1,3,3370,,,东坪二里1号201，301室,,厦门思明德善堂东坪门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.120056,24.469757
3515,1,3,3376,,,思明区凤屿路116、118号店面,,厦门思明东海门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.11527,24.474423
3514,1,3,3377,,,福建厦门市嘉禾路570号,,厦门市思明东海门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.119585,24.511077
3574,1,3,3568,,,思明区育秀里36号二层之204室,,思明区育秀里36号,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.111681,24.485806
3596,1,3,3575,,,思明区长青路506号102室,,思明区长青路506号102室,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.124582,24.489818
3588,1,3,3584,,,莲岳路179号,,筼筜莲岳点药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.121223,24.484604
3587,1,3,3585,,,思明区长青路282号,,思明区长青路282号,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.123242,24.487458
3585,1,3,3588,,,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.112844,24.472701
3637,1,3,3619,,,厦门市思明区莲前西路503号02室,,馨子墨药店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.140731,24.478209
3718,1,3,3694,,,厦门思明区环岛东路1699号建发国际大厦19楼,,"厦门市和盛祥科技有限公司
",线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.191145,24.474053
3726,1,3,3700,,,福建厦门市长青路283号嘉华大厦1-4楼,,药房,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.123335,24.487936
20957,1,3,5265,311.0,,思明区仙岳路385号,,厦门市第一强制隔离戒毒所医务室,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.110202,24.493976
20958,1,3,5266,312.0,,思明区仙岳路385号,,厦门市第一强制隔离戒毒所医务室,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.110202,24.493976
3760,1,3,3752,,,思明区莲景路62号,,嘉莲社区,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.117901,24.482885
141184,1,3,3767,672.0,,文灶城书范园一楼汇文路51-59号,,文灶城书范园一楼汇文路51-59号,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.105915,24.467443
3694,1,3,3769,,,厦门思明区湖光路133号,,厦门市国曜医疗器械有限公司,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.114325,24.479184
5041,1,3,6768,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 4,,德善药局,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
5042,1,3,6771,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 3,,湖滨六里,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
5940,1,3,6778,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 9,,维善药店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
5938,1,3,6782,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 8,,美信祥和,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
5028,1,3,6783,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 8,,美信祥和,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
5027,1,3,6785,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 9,,维善药店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
5936,1,3,6765,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 4,,德善药局,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
5935,1,3,6766,,,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 3,,湖滨六里,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.254256,24.650166
6189,1,3,7373,,,厦门市禾祥东路金庭花园22号之八301室,,金庭花园,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.108574,24.469388
6188,1,3,7374,,,厦门市禾祥东路金庭花园22号之八301室,,金庭花园,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.108574,24.469388
5021,1,3,6712,,,厦门市思明区嘉禾路305号114室（商场）,,德善堂嘉禾店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.127271,24.488637
6269,1,3,7483,,,*思明区厦禾路861号101-103单元,,厦门思明真爱妇科专科门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.106458,24.467054
6270,1,3,7485,,,*思明区厦禾路861号101-103单元,,厦门思明真爱妇科专科门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.106458,24.467054
7124,1,3,9695,,,厦门市思明区屿后南里238号,,厦门市社会福利中心,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.121882,24.492903
10342,1,3,12030,,,长青路282号,,厦门思明杨玲西医内科诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.123242,24.487458
10343,1,3,12031,,,长青路282号,,厦门思明杨玲西医内科诊所,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.123242,24.487458
9612,1,3,12395,,,厦门市湖滨南路泛华大厦A栋2501室,,湖滨南路,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.096666,24.469955
10256,1,3,12396,,,厦门市湖滨南路泛华大厦A栋2501室,,湖滨南路,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.096666,24.469955
127705,1,3,11936,614.0,,厦门市思明区湖光路92、93号（第1-6层）,,厦门思明华医馆中医康复门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.111679,24.478214
143321,1,3,11937,,,思明区湖滨南路59号,,厦门思明华医馆中医康复门诊部,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.086691,24.468215
9463,1,3,12393,,,厦门市禾祥东路金庭花园22号之八301室,,金庭花园,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.108574,24.469388
10255,1,3,12394,,,厦门市禾祥东路金庭花园22号之八301室,,金庭花园,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.108574,24.469388
9562,1,3,12855,,,思明区莲岳里230号,,屿后分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.119128,24.493316
9525,1,3,12857,,,湖里区和通里26号,,和通里分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.089975,24.496362
9547,1,3,12868,,,思明区后埭溪路248号龙景台一层24号店面,,龙景台分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.106507,24.47157
9548,1,3,12872,,,厦门市思明区侨岳里27-38号 ,,松柏分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.116395,24.494753
9531,1,3,12904,,,思明区东坪二里1-3号店面,,东坪分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.12064,24.470312
14388,1,3,14176,,,厦门市湖滨东路9号,,厦门鹭港妇产医院,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.113753,24.47014
9549,1,3,12873,,,厦门市思明区松岳里124-6号,,松岳分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.111779,24.493764
9538,1,3,12882,,,思明区莲岳路173号之十五店面,,莲岳分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.115874,24.488267
9526,1,3,12883,,,思明区湖明路136号之101、莲景路3号、莲景路5号,,莲坂新村分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.116472,24.482788
9524,1,3,12885,,,思明区湖明路22号A单元右侧店面,,湖明分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.117618,24.478206
11357,1,3,13153,,,湖滨南路328号亿宝大厦11楼采购部,,亿宝大厦,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.118125,24.474176
12667,1,3,13375,,,厦门市后埭溪路248号龙景台一层23#,,后埭溪分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.106507,24.47157
13067,1,3,13579,,,仙岳路468号,,筼筜社区残联点,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.119911,24.495454
13552,1,3,13894,,,厦门市思明区莲坂商业广场北区159号,,厦门市绿浪医疗器械有限公司,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.122494,24.479443
9530,1,3,12815,,,思明区东浦路1号楼105、106室,,东浦分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.129518,24.473381
9533,1,3,12818,,,厦门市思明区湖滨南路293号,,湖滨一里分店,线路3,1,1,1,汽运,汽运,26,JHQ3,集货区3,3,,,厦门物流中心,,118.102723,24.472157
