,ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
70,3.0,1028.0,东浦路98号之16-1,厦门思明传文中医内科诊所,"118.129913,24.473218",69
323,3.0,30233.0,东坪二里1号201，301室,厦门思明德善堂第三门诊部,,70
71,3.0,1031.0,东坪二里1号201，301室,厦门思明德善堂东坪门诊部,"118.120056,24.469757",70
201,3.0,3370.0,东坪二里1号201，301室,厦门思明德善堂东坪门诊部,,70
867,3.0,2241921.0,东坪二里1号201，301室,（燕来福）厦门思明德善堂第三门诊部,,70
354,3.0,31882.0,东坪二里1号201，301室,海峡两岸,,70
353,3.0,31881.0,东坪二里1号201，301室,燕来福,,70
374,3.0,34190.0,东坪二里1号201，301室,厦门思明德善堂东坪门诊部,,70
383,3.0,34449.0,东坪二里1号201，301室,（燕来福）厦门思明德善堂第三门诊部,,70
72,3.0,1037.0,厦门市思明区厦禾路986号401室之一,厦门思明宁冠门诊部,"118.117633,24.470704",71
73,3.0,1045.0,*思明区松岳里35号,思明区信益堂药店,"118.11198,24.493242",72
188,3.0,3487.0,*思明区松岳里35号,思明区信益堂药店,,72
364,3.0,31916.0,厦门市思明区松岳里35-36号,公司仓库,,72
190,3.0,3538.0,福建省厦门市连前西路,中国人民解放军73325部队卫生队,,73
74,3.0,1088.0,福建省厦门市连前西路,中国人民解放军73325部队卫生队,"118.136419,24.476672",73
76,3.0,1203.0,思明区长青路506号102室,思明区长青路506号102室,"118.124582,24.489818",74
205,3.0,3575.0,思明区长青路506号102室,思明区长青路506号102室,,74
208,3.0,3588.0,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,,75
77,3.0,1210.0,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,"118.112844,24.472701",75
207,3.0,3585.0,思明区长青路282号,思明区长青路282号,,76
78,3.0,1213.0,思明区长青路282号,思明区长青路282号,"118.123242,24.487458",76
232,3.0,12031.0,长青路282号,厦门思明杨玲西医内科诊所,,76
231,3.0,12030.0,长青路282号,厦门思明杨玲西医内科诊所,,76
79,3.0,1880.0,福建厦门市嘉禾路570号,厦门市思明东海门诊部,"118.119585,24.511077",77
203,3.0,3377.0,福建厦门市嘉禾路570号,厦门市思明东海门诊部,,77
8861,6.0,119.0,嘉禾路570号,厦门科宏眼科医院,,77
8983,6.0,2509.0,嘉禾路570号,厦门科宏眼科医院,,77
116,3.0,2832.0,*思明区仙岳路241号之106店面,健康八五仙岳店,,78
80,3.0,1403.0,*思明区仙岳路241号之106店面,健康八五仙岳店,"118.097455,24.489566",78
81,3.0,1416.0,*湖里区嘉禾路344号之7、344号之8、344之9,健康八五十八分店,"118.129506,24.492991",79
3371,5.0,2845.0,*湖里区嘉禾路344号之7、344号之8、344之9,健康八五十八分店,,79
82,3.0,1912.0,*福建厦门思明区后埭溪路102号之十三E1单元 ,"厦门思明区健康八五医药商店
","118.10809,24.468098",80
114,3.0,2828.0,*思明区后埭溪路102号之十三E1单元,健康八五后埭溪店,,80
117,3.0,2848.0,*福建厦门思明区后埭溪路102号之十三E1单元 ,"厦门思明区健康八五医药商店
",,80
100,3.0,1399.0,*思明区后埭溪路102号之十三E1单元,健康八五后埭溪店,,80
83,3.0,1941.0,厦门思明区湖光路133号,厦门市国曜医疗器械有限公司,"118.114325,24.479184",81
216,3.0,3769.0,厦门思明区湖光路133号,厦门市国曜医疗器械有限公司,,81
214,3.0,3752.0,思明区莲景路62号,嘉莲社区,,82
84,3.0,1950.0,思明区莲景路62号,嘉莲社区,"118.117901,24.482885",82
85,3.0,1960.0,福建厦门仙岳路263号,都森医疗器械,"118.099072,24.489736",83
1143,4.0,3736.0,福建厦门仙岳路263号,都森医疗器械,,83
210,3.0,3694.0,厦门思明区环岛东路1699号建发国际大厦19楼,"厦门市和盛祥科技有限公司
",,84
87,3.0,1969.0,厦门思明区环岛东路1699号建发国际大厦19楼,"厦门市和盛祥科技有限公司
","118.191145,24.474053",84
1473,4.0,832149.0,厦门市思明区环岛东路1699号建发国际大厦42楼C单元之三,建发医药,,84
88,3.0,1979.0,福建厦门市长青路283号嘉华大厦1-4楼,药房,"118.123335,24.487936",85
211,3.0,3700.0,福建厦门市长青路283号嘉华大厦1-4楼,药房,,85
89,3.0,2010.0,"厦门湖滨北路育秀里36号三04
","厦门思明修志夫整形外科门诊部
","118.112983,24.486955",86
178,3.0,3416.0,"厦门湖滨北路育秀里36号三04
","厦门思明修志夫整形外科门诊部
",,86
586,3.0,569584.0,厦门市仙岳路373-375号,2楼 药房,,87
154,3.0,2528.0,仙岳路373-375号,门诊药房,,87
92,3.0,1830.0,仙岳路373-375号,门诊药房,"118.110066,24.493877",87
903,3.0,2242021.0,厦门市思明区仙岳路985号,（燕来福）厦门思明太和中医门诊部有限公司,,88
194,3.0,3143.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	设备科
",,88
196,3.0,3145.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	检验科
",,88
259,3.0,19519.0,福建厦门思明区仙岳路  ,放射科,,88
9512,6.0,3223957.0,福建省厦门市湖里仙岳路139号,福建省厦门市湖里仙岳路139号,,88
501,3.0,149973.0,福建厦门思明区仙岳路  ,急诊科,,88
108,3.0,1844.0,"福建厦门思明区仙岳路 
","厦门市仙岳医院	供应室
",,88
93,3.0,1842.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	设备科
","118.178287,24.504828",88
545,3.0,397084.0,厦门市思明区仙岳路985号之二,厦门思明太和中医门诊部有限公司,,88
109,3.0,1846.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	检验科
",,88
300,3.0,31082.0,福建厦门思明区仙岳路  ,放射科,,88
603,3.0,701095.0,"厦门莲前西路144号101室
",燕来福,,89
8323,11.0,701067.0,莲前西路144号101室,龙山桥卫生服务站,,89
166,3.0,3388.0,"厦门莲前西路144号101室
","厦门思明建设西医妇科诊所
",,89
8239,11.0,189321.0,莲前西路144号101室,龙山桥卫生服务站,,89
8653,11.0,2241902.0,莲前西路144号101室,龙山桥卫生服务站,,89
94,3.0,1916.0,"厦门莲前西路144号101室
","厦门思明建设西医妇科诊所
","118.131583,24.47556",89
359,3.0,31896.0,"厦门莲前西路144号101室
",燕来福,,89
605,3.0,701097.0,思明区东浦路22号,（燕来福）厦门思明区梧村骨科医院,,90
96,3.0,2052.0,思明区东浦路22号,梧村骨科医院药房,"118.125783,24.470805",90
386,3.0,34456.0,思明区东浦路22号,（燕来福）厦门思明区梧村骨科医院,,90
304,3.0,31111.0,思明区东浦路22号,海峡两岸,,90
604,3.0,701096.0,思明区东浦路22号,厦门梧村中医院（股份厦门）,,90
606,3.0,701098.0,思明区东浦路22号,（海峡两岸）厦门思明区梧村骨科医院,,90
874,3.0,2241936.0,思明区东浦路22号,（燕来福）厦门梧村中医院 ,,90
376,3.0,34194.0,思明区东浦路22号,梧村骨科医院药房,,90
552,3.0,387433.0,思明区东浦路22号,厦门思明景元中医院（股份厦门）,,90
362,3.0,31902.0,思明区东浦路22号,燕来福,,90
173,3.0,3403.0,思明区东浦路22号,梧村骨科医院药房,,90
285,3.0,30577.0,思明区东浦路22号,厦门思明景元中医院,,90
97,3.0,1381.0,思明区湖滨南路687号08室,厦门思明兰娟口腔科诊所,"118.117148,24.476965",91
662,3.0,1608335.0,厦门市思明区莲岳路26号之六,厦门市思明区信德堂药局有限公司,,92
851,3.0,2241646.0,厦门市思明区莲岳路26号之六,厦门市思明区信德堂药局有限公司,,92
139,3.0,2960.0,*思明区莲岳路26号之六,厦门市思明区信德堂药局,,92
99,3.0,753.0,*思明区莲岳路26号之六,厦门市思明区信德堂药局,"118.119791,24.484626",92
101,3.0,1402.0,*思明区故宫东里93号,健康八五十五分店,"118.0835,24.4638",93
197,3.0,2879.0,思明区湖滨四里76-79号店面,好又惠湖滨四里分店,,94
102,3.0,1425.0,思明区湖滨四里76-79号店面,好又惠湖滨四里分店,"118.108963,24.475774",94
1872,2.0,227.0,厦门湖里区和通路14号店面,厦门市湖里区品信堂药局,,95
111,3.0,2695.0,厦门湖里区和通路14号店面,厦门市湖里区品信堂药局,"118.09129,24.491829",95
339,3.0,31772.0,厦门市湖里区和宁里125号之14,药局,,96
589,3.0,700084.0,厦门市湖里区和宁里125号之十至之十一,厦门市慈善堂药业有限公司,,96
338,3.0,31771.0,厦门市湖里区和宁里125号之14,燕来福,,96
835,3.0,2238924.0,厦门市湖里区和宁里125号之十至之十一,厦门市湖里区和宁里125号之十至之十一,,96
112,3.0,2696.0,厦门市湖里区和宁里125号之14,厦门市湖里区普济堂药局,"118.086593,24.498061",96
4908,7.0,700953.0,厦门市湖里区南山路293号之一一楼2室,仓库,,97
113,3.0,2739.0,湖里区南山路293号之一楼02室,厦门市惠康堂药店有限公司,"118.117582,24.504586",97
340,3.0,31774.0,湖里区南山路293号之一楼02室,燕来福,,97
341,3.0,31775.0,厦门市湖里区南山路293号之一一楼2室,仓库,,97
4909,7.0,700954.0,湖里区南山路293号之一楼02室,燕来福,,97
119,3.0,2892.0,东浦一里57号110,厦门市思明区百安堂药房,"118.124207,24.472847",98
130,3.0,2927.0,东浦路金枫园12号之27店面,厦门市思明区金鹭岛药店,"118.122724386399,24.4712903031543",99
134,3.0,2949.0,东浦路一里115号之十二,厦门市思明区泰安药参行,"118.125877,24.472094",100
1905,2.0,742.0,东浦路一里115号之十二,厦门市思明区泰安药参行,,100
838,3.0,2241526.0,湖里区湖里街道和宁路69号,（燕来福）厦门湖里平安门诊部,,101
484,3.0,58652.0,湖里区湖里街道和宁路69号,海峡两岸,,101
403,3.0,45833.0,湖里区湖里街道和宁路69号,厦门湖里平安门诊部,,101
149,3.0,2455.0,湖里区湖里街道和宁路69号,厦门湖里平安门诊部,"118.086769,24.496224",101
565,3.0,396840.0,厦门市湖里区湖里街道和宁路69号,厦门湖里平安门诊部,,101
534,3.0,263601.0,湖里区湖里街道和宁路69号,（燕来福）厦门湖里平安门诊部,,101
156,3.0,2534.0,思明区凤屿路100号13B一层,厦门市德安药房有限公司,"118.115575,24.473607",102
162,3.0,3382.0,后埭溪路,厦门思明海峡门诊部,"118.10709,24.468425",103
163,3.0,3383.0,思明区凤屿路4号,厦门思明华美医疗美容门诊部,"118.117104,24.471755",104
167,3.0,3389.0,思明区潘宅路134-142号店面,厦门思明洁宇门诊部,"118.16567,24.477345",105
436,3.0,34631.0,屿后南里151号,厦门思明齐安松柏门诊部,,106
170,3.0,3399.0,屿后南里151号,厦门思明齐安松柏门诊部,"118.12043,24.491432",106
303,3.0,31110.0,福建厦门市思明区屿后路151号,（燕来福）厦门思明齐安松柏门诊部,,107
873,3.0,2241935.0,福建厦门市思明区屿后路151号,（燕来福）厦门思明齐安松柏门诊部,,107
361,3.0,31901.0,福建厦门市思明区屿后路151号,海峡两岸,,107
171,3.0,3400.0,福建厦门市思明区屿后路151号,思明齐安松柏门诊部,"118.119349,24.493361",107
375,3.0,34193.0,福建厦门市思明区屿后路151号,思明齐安松柏门诊部,,107
385,3.0,34455.0,福建厦门市思明区屿后路151号,（燕来福）厦门思明齐安松柏门诊部,,107
366,3.0,30521.0,福建厦门市思明区屿后路151号,厦门思明齐安松柏门诊部,,107
174,3.0,3404.0,思明区湖滨南路285-289号第二层,厦门思明仁爱门诊部,"118.102424,24.472081",108
175,3.0,3407.0,思明区东明路23号,厦门思明素英西医内科诊所,"118.109169,24.480327",109
6479,8.0,32112.0,思明区东明路23号之一店面,燕来福,,109
415,3.0,52178.0,思明区岳阳西里152号,公司仓库,,110
180,3.0,3423.0,思明区岳阳西里152号,厦门思明育德门诊部,"118.095535,24.489835",110
184,3.0,3428.0,思明区厦禾路986号四楼（408-416楼、432-437室、451-452室,厦门思明长康门诊部,"118.117065,24.471021",111
363,3.0,31907.0,思明区厦禾路986号四楼（408-416楼、432-437室、451-452室,燕来福,,111
875,3.0,2241938.0,厦门市思明区厦禾路986号四楼（408-416室、432-437室、451-452室）,（燕来福）厦门思明长康门诊部,,111
998,4.0,1087.0,莲前路677号,中国人民解放军73322部队医院,,112
1795,4.0,2241972.0,莲前路677号,（燕来福）中国人民解放军73322部队医院,,112
189,3.0,3537.0,莲前路677号,中国人民解放军73322部队医院,"118.144932,24.478412",112
195,3.0,3144.0,福建厦门思明区仙岳路 四楼465号供应室 ,4楼供应室 ,"118.114401,24.494186",113
1036,4.0,1562.0,厦门市思明区莲前西路503号02室,馨子墨药店,,114
209,3.0,3619.0,厦门市思明区莲前西路503号02室,馨子墨药店,"118.140731,24.478209",114
212,3.0,5265.0,思明区仙岳路385号,厦门市第一强制隔离戒毒所医务室,"118.110202,24.493976",115
213,3.0,5266.0,思明区仙岳路385号,厦门市第一强制隔离戒毒所医务室,,115
444,3.0,56950.0,厦门市思明区汇文路51-59号第一层04B商场之一房,海峡两岸,,116
2585,1.0,1982.0,文灶城书范园一楼汇文路51-59号,文灶城书范园一楼汇文路51-59号,,116
525,3.0,263769.0,厦门市思明区汇文路51-59号第一层04B商场之一房,燕来福（厦门思明和医堂中医门诊部）,,116
215,3.0,3767.0,文灶城书范园一楼汇文路51-59号,文灶城书范园一楼汇文路51-59号,"118.105915,24.467443",116
567,3.0,897143.0,思明区汇文路51-59号第一层04B商场(二),厦门思明爱心口腔门诊部（股份厦门）,,116
471,3.0,59784.0,厦门市思明区汇文路51-59号第一层04B商场之一房,燕来福,,116
463,3.0,36773.0,厦门市思明区汇文路51-59号第一层04B商场之一房、二层03A之一室,厦门思明叮铃医生第二中医门诊部有限公司,,116
438,3.0,44994.0,"厦门市思明区汇文路51-59号第一层04B商场之一房、二层03A之一室
",厦门思明叮铃医生第二中医门诊部有限公司 ,,116
884,3.0,2242410.0,厦门市思明区汇文路51-59号第一层04B商场之一房、二层03A之一室,（燕来福）厦门思明叮铃医生第二中医门诊部有限公司,,116
1159,4.0,6780.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 6,健邦药房,,117
1158,4.0,6770.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 2,西林西里,,117
220,3.0,6782.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 8,美信祥和,,117
222,3.0,6785.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 9,维善药店,,117
224,3.0,6766.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 3,湖滨六里,,117
7372,9.0,30270.0,厦门市翔安区舫阳西路11-29号生产车间（一期）第三层之五单元,仓库,,117
1157,4.0,6769.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 6,健邦药房,,117
1161,4.0,6784.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 7,德善堂药局,,117
1160,4.0,6781.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 7,德善堂药局,,117
9011,6.0,6791.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 12,宝善药店,,117
3405,5.0,6779.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 5,鸿禧药局,,117
9014,6.0,6795.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 12,宝善药店,,117
223,3.0,6765.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 4,德善药局,,117
219,3.0,6778.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 9,维善药店,,117
3406,5.0,6786.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 10,康泰药局,,117
3404,5.0,6772.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 5,鸿禧药局,,117
218,3.0,6771.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 3,湖滨六里,,117
3407,5.0,6790.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 10,康泰药局,,117
217,3.0,6768.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 4,德善药局,"118.254256,24.650166",117
1168,4.0,6767.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 2,西林西里,,117
1173,4.0,6743.0,厦门市翔安区舫阳西路11-29号生产车间（一期）第三层之五单元 1,洪文六里,,117
1174,4.0,6745.0,厦门市翔安区舫阳西路11-29号生产车间（一期）第三层之五单元 1,洪文六里,,117
6355,8.0,6794.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 13,吉美药店,,117
221,3.0,6783.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 8,美信祥和,,117
4704,7.0,6793.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 11,美信德善堂,,117
7604,9.0,2239949.0,厦门市翔安区舫阳西路11-29号生产车间（一期）第三层之五单元,厦门德善堂医药有限公司,,117
